customer_id,country,age,gender,subscriber_type,tenure_months,num_streams,customer_service_calls,monthly_charges,is_subscribed
100407,Australia,37.0,female,basic,42.0,12.0,0.0,8.39,False
100408,United States,42.0,male,basic,67.0,15.0,0.0,8.59,False
100409,Malaysia,18.0,female,student,5.0,21.0,0.0,6.63,True
100410,United Kingdom,44.0,female,family,12.0,17.0,0.0,20.65,False
100411,United Kingdom,75.0,female,student,7.0,29.0,1.0,6.51,True
100412,United States,37.0,female,premium,15.0,18.0,1.0,15.52,False
100413,Australia,37.0,female,premium,29.0,21.0,1.0,15.43,True
100414,United States,47.0,female,premium,37.0,17.0,1.0,17.37,False
100415,United States,58.0,male,basic,38.0,17.0,1.0,8.92,False
100416,United States,50.0,male,basic,4.0,24.0,2.0,9.25,False
100417,Canada,18.0,female,premium,17.0,23.0,0.0,15.42,True
100418,United States,45.0,female,basic,10.0,15.0,0.0,9.47,True
100419,Malaysia,69.0,male,student,14.0,13.0,2.0,6.1,False
100420,United Kingdom,45.0,female,basic,11.0,18.0,1.0,8.5,False
100421,United States,37.0,female,basic,5.0,23.0,1.0,8.62,False
100422,United States,41.0,male,family,37.0,12.0,3.0,20.1,False
100423,United States,23.0,female,basic,9.0,18.0,1.0,8.59,False
100424,United Kingdom,53.0,male,student,10.0,17.0,5.0,7.75,True
100425,Canada,27.0,female,family,42.0,13.0,0.0,20.24,False
100426,United States,39.0,female,basic,4.0,19.0,1.0,8.65,True
100427,Australia,28.0,female,family,22.0,13.0,1.0,20.49,False
100428,United States,31.0,female,premium,32.0,13.0,2.0,15.79,True
100429,Canada,56.0,female,family,40.0,16.0,4.0,19.69,False
100430,Malaysia,39.0,female,family,21.0,23.0,0.0,20.44,False
100431,Canada,37.0,male,family,27.0,18.0,1.0,18.76,True
100432,United Kingdom,24.0,male,premium,32.0,17.0,3.0,16.03,False
100433,Australia,18.0,female,basic,15.0,17.0,0.0,8.63,True
100434,United States,23.0,male,family,8.0,18.0,3.0,19.63,True
100435,United States,39.0,male,student,44.0,18.0,1.0,7.97,True
100436,United States,50.0,male,premium,25.0,18.0,2.0,15.72,True
100437,Singapore,31.0,female,family,17.0,23.0,1.0,20.47,False
100438,Canada,37.0,female,premium,5.0,26.0,3.0,16.13,False
100439,United Kingdom,29.0,female,family,1.0,19.0,0.0,20.18,True
100440,Australia,35.0,female,student,22.0,18.0,1.0,6.86,False
100441,United States,25.0,female,basic,1.0,20.0,1.0,8.84,True
100442,Canada,50.0,male,basic,17.0,19.0,0.0,9.75,False
100443,United States,63.0,male,premium,9.0,20.0,1.0,16.46,True
100444,United States,18.0,female,premium,11.0,13.0,1.0,15.74,False
100445,United Kingdom,34.0,female,premium,38.0,17.0,1.0,15.47,False
100446,Malaysia,37.0,female,basic,9.0,18.0,0.0,8.7,True
100447,United Kingdom,21.0,male,premium,17.0,21.0,1.0,16.48,True
100448,United States,45.0,male,premium,9.0,12.0,1.0,16.58,False
100449,United Kingdom,53.0,female,premium,20.0,14.0,0.0,16.27,False
100450,United States,39.0,male,family,18.0,12.0,0.0,19.18,True
100451,Australia,45.0,nonbinary,family,17.0,29.0,1.0,20.37,False
100452,United Kingdom,59.0,male,premium,32.0,24.0,0.0,16.64,True
100453,United States,61.0,male,family,4.0,21.0,3.0,20.08,True
100454,United States,37.0,male,premium,3.0,17.0,1.0,16.98,False
100455,United States,32.0,female,premium,6.0,21.0,2.0,15.33,False
100456,Malaysia,27.0,female,premium,18.0,17.0,3.0,16.33,False
100457,Singapore,50.0,male,basic,23.0,16.0,1.0,8.48,False
100458,Canada,22.0,female,basic,1.0,14.0,1.0,9.52,True
100459,United Kingdom,35.0,male,premium,23.0,14.0,1.0,16.3,False
100460,Singapore,39.0,female,student,13.0,20.0,3.0,7.89,True
100461,United States,32.0,female,family,45.0,17.0,1.0,20.24,True
100462,Malaysia,41.0,female,basic,22.0,15.0,1.0,8.79,False
100463,United States,69.0,nonbinary,premium,42.0,24.0,1.0,15.74,True
100464,Singapore,37.0,female,basic,37.0,15.0,1.0,8.86,False
100465,United Kingdom,33.0,female,family,13.0,15.0,0.0,19.73,False
100466,United Kingdom,50.0,female,family,30.0,22.0,3.0,20.66,True
100467,Malaysia,41.0,male,premium,13.0,20.0,0.0,16.63,False
100468,United States,37.0,nonbinary,premium,49.0,17.0,0.0,15.24,False
100469,Singapore,40.0,female,basic,13.0,18.0,0.0,9.01,False
100470,Singapore,35.0,male,premium,24.0,19.0,1.0,16.02,False
100471,Singapore,18.0,female,student,55.0,27.0,1.0,6.6,True
100472,United States,37.0,male,family,25.0,13.0,1.0,20.21,True
100473,United States,18.0,female,premium,12.0,19.0,1.0,16.72,True
100474,United States,43.0,male,premium,5.0,13.0,3.0,16.44,True
100475,United States,22.0,male,basic,4.0,16.0,2.0,9.66,False
100476,Singapore,53.0,male,basic,23.0,18.0,1.0,8.63,False
100477,United Kingdom,38.0,female,basic,15.0,14.0,1.0,9.01,True
100478,United Kingdom,35.0,male,premium,6.0,20.0,1.0,15.61,False
100479,Singapore,28.0,nonbinary,student,27.0,25.0,1.0,6.94,False
100480,Singapore,45.0,female,premium,27.0,10.0,0.0,16.15,True
100481,United States,28.0,male,basic,15.0,15.0,1.0,9.47,True
100482,Singapore,26.0,male,basic,43.0,17.0,0.0,9.65,True
100483,United States,52.0,female,basic,3.0,18.0,0.0,9.33,False
100484,United States,42.0,male,family,12.0,21.0,0.0,19.56,True
100485,Singapore,35.0,female,premium,24.0,12.0,2.0,15.31,False
100486,Singapore,46.0,male,family,7.0,10.0,2.0,20.25,False
100487,United States,38.0,female,family,29.0,13.0,1.0,20.74,True
100488,Singapore,43.0,female,basic,35.0,19.0,1.0,8.98,False
100489,Singapore,28.0,male,premium,1.0,21.0,3.0,15.23,False
100490,United Kingdom,63.0,male,student,44.0,22.0,0.0,8.03,True
100491,United Kingdom,31.0,male,premium,23.0,14.0,1.0,16.23,True
100492,United Kingdom,57.0,nonbinary,basic,11.0,18.0,0.0,9.08,False
100493,United States,36.0,female,student,4.0,18.0,1.0,6.41,False
100494,Canada,37.0,female,student,32.0,16.0,0.0,7.0,True
100495,Singapore,47.0,female,premium,6.0,17.0,2.0,16.33,False
100496,Singapore,52.0,female,premium,23.0,20.0,1.0,16.24,False
100497,United Kingdom,28.0,male,basic,6.0,14.0,1.0,8.65,False
100498,United States,51.0,male,family,16.0,15.0,0.0,19.96,False
100499,Singapore,60.0,male,premium,31.0,14.0,1.0,15.68,True
100500,Canada,37.0,female,basic,11.0,20.0,0.0,9.82,True
100501,Australia,38.0,female,family,44.0,15.0,0.0,20.44,True
100502,Malaysia,32.0,female,student,25.0,18.0,1.0,6.73,False
100503,Singapore,34.0,female,family,7.0,13.0,2.0,19.41,False
100504,Singapore,59.0,female,basic,5.0,19.0,3.0,9.13,False
100505,Canada,37.0,female,basic,8.0,18.0,1.0,8.74,True
100506,United States,27.0,female,student,16.0,16.0,1.0,6.78,False
100507,Australia,57.0,female,student,46.0,10.0,1.0,6.42,False
100508,Singapore,45.0,male,premium,52.0,13.0,1.0,15.48,True
100509,United States,63.0,female,premium,11.0,12.0,1.0,16.07,False
100510,United States,37.0,male,premium,10.0,22.0,1.0,15.86,False
100511,Australia,40.0,male,premium,28.0,21.0,1.0,17.24,True
100512,United States,30.0,male,basic,28.0,18.0,2.0,9.29,False
100513,United States,40.0,female,basic,39.0,24.0,1.0,8.41,True
100514,United States,18.0,female,basic,40.0,14.0,0.0,8.22,False
100515,United States,46.0,female,family,8.0,16.0,2.0,20.0,True
100516,United States,42.0,female,basic,4.0,17.0,2.0,8.98,True
100517,Canada,37.0,female,basic,25.0,18.0,1.0,9.66,True
100518,United States,33.0,female,premium,19.0,16.0,2.0,16.13,True
100519,Australia,27.0,female,basic,2.0,23.0,1.0,8.0,True
100520,Australia,37.0,female,basic,4.0,18.0,0.0,8.48,False
100521,United States,24.0,female,premium,24.0,16.0,0.0,15.65,True
100522,United States,44.0,male,premium,15.0,22.0,0.0,16.21,False
100523,United Kingdom,63.0,female,premium,25.0,17.0,1.0,15.46,True
100524,United States,56.0,male,student,6.0,17.0,2.0,7.07,False
100525,United States,37.0,male,basic,26.0,27.0,1.0,8.32,True
100526,Malaysia,32.0,male,student,21.0,24.0,1.0,6.99,True
100527,Malaysia,43.0,male,student,27.0,18.0,0.0,7.18,True
100528,Canada,37.0,female,family,11.0,16.0,1.0,20.72,False
100529,United States,21.0,male,premium,9.0,14.0,0.0,16.11,False
100530,United Kingdom,43.0,male,premium,4.0,19.0,2.0,15.58,True
100531,United Kingdom,38.0,female,premium,13.0,9.0,2.0,16.74,True
100532,Singapore,61.0,male,family,34.0,19.0,1.0,19.9,True
100533,United Kingdom,35.0,male,basic,41.0,20.0,0.0,9.38,False
100534,United States,52.0,male,student,6.0,14.0,1.0,6.68,True
100535,United States,23.0,female,premium,16.0,13.0,1.0,16.04,False
100536,Singapore,26.0,male,family,47.0,20.0,1.0,19.59,False
100537,United States,37.0,male,premium,51.0,9.0,2.0,16.15,False
100538,United States,51.0,female,basic,12.0,18.0,0.0,9.39,True
100539,Australia,27.0,female,premium,36.0,17.0,0.0,15.74,True
100540,Malaysia,38.0,female,premium,32.0,16.0,1.0,15.71,True
100541,Singapore,21.0,female,premium,30.0,15.0,1.0,16.17,True
100542,Australia,36.0,nonbinary,basic,3.0,17.0,2.0,8.58,False
100543,Malaysia,37.0,male,basic,10.0,16.0,1.0,8.23,False
100544,United States,33.0,female,premium,14.0,14.0,0.0,16.17,True
100545,Singapore,35.0,female,premium,14.0,23.0,0.0,15.94,True
100546,Singapore,24.0,nonbinary,student,16.0,19.0,1.0,6.93,False
100547,United States,30.0,female,basic,55.0,18.0,1.0,9.25,True
100548,Canada,59.0,male,basic,13.0,11.0,4.0,9.32,False
100549,Singapore,39.0,female,basic,22.0,23.0,0.0,8.91,True
100550,Singapore,26.0,female,premium,21.0,19.0,1.0,15.43,False
100551,United States,34.0,male,premium,16.0,12.0,2.0,15.67,True
100552,United States,19.0,female,premium,6.0,15.0,1.0,16.28,False
100553,Australia,26.0,male,student,17.0,18.0,1.0,7.06,False
100554,United States,54.0,female,basic,2.0,21.0,1.0,8.72,True
100555,United States,36.0,male,family,23.0,14.0,3.0,19.6,True
100556,United States,61.0,male,basic,1.0,16.0,2.0,9.3,True
100557,Singapore,37.0,female,basic,22.0,17.0,3.0,8.88,False
100558,Singapore,38.0,female,premium,10.0,19.0,1.0,16.37,True
100559,Singapore,46.0,male,basic,7.0,18.0,0.0,9.43,False
100560,United States,18.0,nonbinary,premium,28.0,15.0,1.0,15.83,False
100561,United States,40.0,female,family,12.0,21.0,0.0,20.46,True
100562,Australia,37.0,female,family,17.0,19.0,2.0,20.06,False
100563,United Kingdom,37.0,male,premium,3.0,22.0,1.0,16.12,True
100564,United Kingdom,50.0,female,premium,43.0,19.0,1.0,14.9,True
100565,United Kingdom,24.0,male,premium,18.0,15.0,0.0,15.5,False
100566,Canada,53.0,male,basic,18.0,13.0,6.0,8.53,False
100567,United States,35.0,female,basic,24.0,16.0,2.0,8.83,False
100568,United States,27.0,male,family,1.0,13.0,1.0,20.05,False
100569,Singapore,40.0,male,student,46.0,26.0,2.0,7.07,True
100570,United States,36.0,female,basic,12.0,23.0,0.0,9.13,True
100571,Australia,56.0,male,premium,44.0,22.0,0.0,15.65,True
100572,Singapore,42.0,female,family,12.0,20.0,2.0,20.34,True
100573,Canada,40.0,female,family,10.0,17.0,3.0,20.89,False
100574,Australia,49.0,male,premium,23.0,16.0,1.0,15.81,False
100575,Singapore,51.0,female,premium,62.0,16.0,3.0,15.66,False
100576,Australia,47.0,male,family,36.0,28.0,1.0,19.65,True
100577,Singapore,55.0,female,student,24.0,18.0,2.0,7.03,False
100578,Australia,37.0,male,basic,22.0,23.0,2.0,8.73,False
100579,United States,40.0,female,student,17.0,16.0,1.0,6.12,False
100580,Singapore,53.0,male,basic,43.0,18.0,0.0,8.26,False
100581,Singapore,37.0,female,family,29.0,18.0,1.0,20.5,True
100582,United States,38.0,male,basic,4.0,18.0,1.0,9.63,True
100583,Singapore,37.0,nonbinary,basic,7.0,20.0,1.0,9.79,False
100584,Malaysia,57.0,male,basic,25.0,18.0,3.0,9.1,True
100585,United Kingdom,38.0,male,premium,6.0,16.0,2.0,15.49,False
100586,United States,33.0,female,basic,18.0,16.0,3.0,8.77,False
100587,United States,56.0,male,basic,30.0,19.0,2.0,8.24,False
100588,United States,48.0,male,premium,23.0,17.0,2.0,15.23,True
100589,United States,42.0,male,premium,5.0,14.0,2.0,16.12,False
100590,Malaysia,34.0,female,family,7.0,17.0,2.0,20.26,True
100591,Singapore,37.0,male,student,23.0,25.0,1.0,6.94,True
100592,United States,38.0,male,family,58.0,19.0,1.0,19.95,False
100593,Singapore,30.0,female,basic,15.0,24.0,1.0,8.31,True
100594,United States,40.0,female,basic,31.0,19.0,0.0,8.93,True
100595,United States,41.0,nonbinary,student,23.0,21.0,0.0,6.85,False
100596,United Kingdom,33.0,female,basic,9.0,24.0,1.0,8.74,False
100597,United Kingdom,49.0,female,premium,31.0,27.0,1.0,16.16,False
100598,Malaysia,53.0,female,student,3.0,21.0,1.0,6.38,False
100599,United Kingdom,50.0,female,student,30.0,23.0,0.0,7.06,False
100600,Singapore,35.0,male,premium,24.0,17.0,1.0,16.32,False
100601,Canada,47.0,male,family,10.0,14.0,1.0,20.7,True
100602,Australia,39.0,nonbinary,premium,6.0,20.0,3.0,16.15,True
100603,Canada,23.0,male,family,11.0,11.0,2.0,20.51,False
100604,Malaysia,46.0,male,basic,9.0,22.0,1.0,8.77,True
100605,Canada,40.0,female,basic,13.0,13.0,2.0,8.84,True
100606,Australia,69.0,male,premium,12.0,16.0,0.0,16.66,False
100607,United States,55.0,female,basic,10.0,18.0,4.0,8.3,False
100608,Canada,47.0,female,family,3.0,19.0,1.0,19.79,True
100609,Singapore,41.0,nonbinary,premium,5.0,19.0,1.0,16.55,True
100610,Singapore,40.0,male,student,35.0,26.0,1.0,6.88,True
100611,United Kingdom,26.0,female,family,11.0,22.0,2.0,19.85,False
100612,Malaysia,18.0,male,premium,13.0,20.0,0.0,15.86,True
100613,Malaysia,28.0,female,family,12.0,14.0,3.0,20.05,False
100614,United States,37.0,female,basic,43.0,18.0,1.0,9.53,False
100615,Canada,18.0,female,premium,9.0,18.0,1.0,16.45,True
100616,Canada,31.0,female,basic,8.0,13.0,1.0,9.0,True
100617,United States,35.0,male,student,24.0,16.0,2.0,7.54,False
100618,United States,35.0,female,family,19.0,18.0,1.0,20.16,False
100619,United States,37.0,male,student,25.0,17.0,2.0,7.42,True
100620,Canada,34.0,female,student,24.0,12.0,0.0,6.48,False
100621,Singapore,59.0,male,student,32.0,14.0,0.0,7.86,True
100622,Malaysia,46.0,male,basic,5.0,13.0,0.0,9.1,False
100623,Singapore,31.0,male,student,23.0,18.0,0.0,5.62,True
100624,Malaysia,37.0,female,premium,8.0,24.0,1.0,16.82,False
100625,Singapore,38.0,male,premium,2.0,11.0,1.0,15.99,True
100626,Canada,29.0,male,premium,24.0,12.0,0.0,15.79,True
100627,United States,29.0,female,basic,23.0,18.0,0.0,8.69,False
100628,Singapore,50.0,female,basic,16.0,27.0,0.0,9.21,True
100629,Canada,33.0,female,basic,32.0,18.0,1.0,8.55,True
100630,Malaysia,25.0,female,basic,8.0,20.0,2.0,8.98,False
100631,Australia,37.0,female,premium,26.0,20.0,0.0,16.03,True
100632,United States,39.0,female,student,14.0,19.0,2.0,6.84,True
100633,United States,18.0,female,premium,15.0,18.0,5.0,15.73,False
100634,United States,38.0,male,premium,2.0,20.0,2.0,16.42,True
100635,United States,48.0,female,premium,32.0,17.0,1.0,16.13,False
100636,United Kingdom,43.0,female,premium,22.0,19.0,1.0,16.19,True
100637,United Kingdom,65.0,male,basic,26.0,17.0,0.0,9.3,True
100638,Canada,53.0,female,family,7.0,18.0,1.0,19.94,False
100639,Australia,55.0,female,basic,20.0,27.0,1.0,8.48,True
100640,Canada,72.0,female,family,14.0,18.0,1.0,20.89,True
100641,Canada,47.0,female,family,23.0,20.0,0.0,20.45,True
100642,United States,40.0,female,premium,19.0,19.0,0.0,16.8,False
100643,United States,50.0,female,student,49.0,23.0,1.0,7.51,True
100644,United Kingdom,31.0,female,basic,39.0,13.0,2.0,8.76,True
100645,Australia,39.0,nonbinary,student,13.0,19.0,4.0,5.82,False
100646,United States,30.0,male,family,23.0,24.0,1.0,19.38,True
100647,Singapore,43.0,female,family,12.0,15.0,0.0,20.31,True
100648,United Kingdom,30.0,female,family,32.0,26.0,1.0,19.94,True
100649,United States,30.0,female,family,15.0,14.0,1.0,19.78,False
100650,Singapore,43.0,male,student,11.0,17.0,1.0,5.74,True
100651,Australia,36.0,male,premium,20.0,15.0,0.0,15.98,True
100652,United Kingdom,18.0,female,family,37.0,20.0,0.0,19.45,True
100653,United States,21.0,female,family,33.0,20.0,3.0,19.63,False
100654,Australia,24.0,female,premium,11.0,16.0,3.0,16.42,True
100655,United States,27.0,male,student,46.0,27.0,1.0,6.48,True
100656,Australia,43.0,male,premium,8.0,19.0,1.0,15.52,True
100657,United States,37.0,female,premium,10.0,24.0,2.0,16.08,False
100658,Singapore,51.0,male,basic,31.0,17.0,1.0,9.43,False
100659,Singapore,47.0,female,basic,2.0,13.0,2.0,8.79,False
100660,United States,51.0,male,family,17.0,21.0,2.0,20.72,False
100661,Australia,45.0,male,premium,13.0,23.0,2.0,15.35,True
100662,United States,41.0,female,premium,48.0,19.0,1.0,15.26,True
100663,United States,51.0,female,basic,6.0,13.0,4.0,8.22,False
100664,United States,49.0,male,premium,7.0,17.0,2.0,15.16,False
100665,United Kingdom,43.0,female,family,52.0,15.0,0.0,20.16,False
100666,Canada,53.0,male,student,13.0,15.0,2.0,6.5,False
100667,Malaysia,18.0,female,basic,36.0,13.0,0.0,8.28,False
100668,United States,35.0,male,premium,12.0,16.0,1.0,16.18,True
100669,Singapore,34.0,female,premium,10.0,12.0,1.0,16.4,False
100670,United States,52.0,female,premium,37.0,19.0,1.0,16.03,False
100671,Singapore,57.0,female,premium,61.0,11.0,1.0,16.43,True
100672,Malaysia,21.0,female,premium,39.0,20.0,1.0,15.53,False
100673,United Kingdom,55.0,female,premium,11.0,18.0,2.0,16.13,False
100674,Singapore,24.0,male,premium,16.0,15.0,0.0,16.24,False
100675,Singapore,24.0,female,premium,7.0,15.0,1.0,15.75,False
100676,Malaysia,35.0,female,premium,9.0,11.0,0.0,16.07,True
100677,Singapore,34.0,female,family,8.0,16.0,3.0,19.36,False
100678,United States,19.0,female,family,12.0,17.0,0.0,19.68,True
100679,United States,46.0,male,basic,18.0,14.0,2.0,9.18,False
100680,United States,46.0,male,family,17.0,17.0,1.0,20.74,False
100681,United States,51.0,female,student,28.0,21.0,0.0,7.57,True
100682,United States,33.0,male,basic,19.0,18.0,1.0,9.32,False
100683,Singapore,38.0,male,premium,26.0,18.0,1.0,16.03,False
100684,United Kingdom,37.0,nonbinary,basic,29.0,12.0,2.0,8.95,False
100685,United States,58.0,female,family,11.0,21.0,2.0,19.27,False
100686,Singapore,18.0,female,basic,15.0,21.0,0.0,8.57,False
100687,Malaysia,27.0,female,family,96.0,21.0,3.0,19.59,True
100688,Canada,38.0,male,basic,10.0,24.0,0.0,9.28,True
100689,Singapore,25.0,male,premium,27.0,18.0,1.0,16.46,True
100690,United States,35.0,female,student,5.0,15.0,0.0,7.36,False
100691,Australia,36.0,female,premium,29.0,13.0,1.0,16.58,False
100692,United States,30.0,male,student,9.0,25.0,2.0,7.03,True
100693,United States,39.0,male,student,17.0,18.0,2.0,6.5,True
100694,Australia,46.0,female,student,4.0,17.0,0.0,6.97,True
100695,Singapore,35.0,male,basic,16.0,17.0,1.0,8.63,False
100696,Canada,33.0,female,family,16.0,13.0,2.0,20.32,False
100697,Singapore,36.0,female,basic,14.0,19.0,0.0,8.81,True
100698,United Kingdom,38.0,male,premium,23.0,16.0,2.0,15.94,False
100699,United States,18.0,male,student,35.0,18.0,1.0,7.34,False
100700,United States,44.0,nonbinary,family,7.0,13.0,0.0,19.62,False
100701,United States,33.0,female,premium,15.0,22.0,1.0,16.47,False
100702,United States,53.0,female,premium,3.0,20.0,1.0,15.32,True
100703,Australia,45.0,female,family,19.0,18.0,1.0,20.14,True
100704,United States,52.0,female,family,7.0,18.0,0.0,19.94,True
100705,Singapore,26.0,female,premium,17.0,21.0,3.0,16.4,False
100706,Canada,34.0,female,student,19.0,24.0,1.0,6.3,True
100707,Canada,23.0,female,basic,3.0,13.0,2.0,8.22,True
100708,Singapore,30.0,female,basic,22.0,16.0,0.0,9.37,True
100709,Singapore,53.0,female,premium,34.0,17.0,0.0,15.79,True
100710,Malaysia,56.0,male,student,25.0,16.0,1.0,6.94,True
100711,United Kingdom,24.0,female,basic,7.0,20.0,1.0,8.66,False
100712,Canada,33.0,male,basic,16.0,17.0,1.0,9.45,True
100713,Australia,37.0,male,basic,17.0,17.0,0.0,9.14,True
100714,Canada,45.0,female,student,15.0,18.0,0.0,7.11,True
100715,United States,18.0,female,basic,5.0,24.0,0.0,8.41,True
100716,Singapore,19.0,female,premium,8.0,10.0,1.0,16.03,False
100717,United States,44.0,male,student,14.0,16.0,4.0,6.49,True
100718,United Kingdom,18.0,male,basic,19.0,21.0,1.0,8.66,False
100719,Malaysia,33.0,female,premium,10.0,20.0,1.0,15.31,True
100720,Singapore,40.0,female,premium,2.0,17.0,2.0,15.91,False
100721,Singapore,43.0,male,family,11.0,21.0,0.0,20.52,False
100722,United States,36.0,female,premium,49.0,23.0,0.0,16.1,True
100723,Malaysia,34.0,male,premium,22.0,19.0,0.0,15.77,True
100724,United States,48.0,female,basic,19.0,22.0,1.0,9.04,True
100725,United States,41.0,female,family,8.0,23.0,2.0,20.04,False
100726,United States,30.0,male,family,11.0,22.0,3.0,20.02,False
100727,United States,37.0,female,basic,2.0,21.0,1.0,9.08,False
100728,Singapore,43.0,male,premium,8.0,22.0,3.0,15.47,False
100729,Singapore,37.0,female,student,21.0,27.0,2.0,7.04,True
100730,United States,47.0,female,basic,19.0,24.0,1.0,8.11,True
100731,United States,53.0,male,basic,10.0,14.0,0.0,9.28,False
100732,United States,31.0,female,premium,15.0,21.0,2.0,15.44,True
100733,Singapore,32.0,female,basic,17.0,26.0,1.0,9.58,False
100734,United States,35.0,male,basic,10.0,18.0,3.0,7.77,False
100735,United Kingdom,36.0,male,premium,23.0,17.0,1.0,16.03,False
100736,United States,26.0,male,basic,19.0,18.0,1.0,8.17,False
100737,United States,53.0,female,premium,12.0,22.0,1.0,15.39,True
100738,Singapore,49.0,female,family,5.0,19.0,2.0,20.14,True
100739,Singapore,34.0,male,premium,11.0,22.0,1.0,16.3,False
100740,United States,46.0,female,basic,10.0,18.0,1.0,8.85,True
100741,United States,37.0,female,family,9.0,21.0,3.0,20.44,True
100742,Australia,47.0,male,basic,3.0,19.0,0.0,8.59,True
100743,United States,22.0,female,family,41.0,16.0,1.0,19.79,True
100744,Singapore,36.0,female,premium,39.0,15.0,2.0,15.84,True
100745,Singapore,37.0,female,family,14.0,15.0,2.0,19.72,True
100746,United States,45.0,female,basic,19.0,19.0,2.0,8.02,False
100747,Singapore,30.0,male,basic,22.0,20.0,3.0,8.98,False
100748,Canada,18.0,male,premium,15.0,24.0,0.0,15.93,True
100749,Australia,25.0,female,basic,20.0,22.0,1.0,9.53,True
100750,United States,37.0,female,basic,25.0,18.0,0.0,8.35,True
100751,United States,39.0,male,family,18.0,16.0,1.0,19.67,True
100752,United States,58.0,female,family,28.0,21.0,2.0,20.59,True
100753,Singapore,45.0,male,basic,9.0,21.0,1.0,9.14,True
100754,United Kingdom,39.0,male,student,16.0,19.0,0.0,7.26,True
100755,United States,38.0,male,family,81.0,18.0,1.0,20.22,False
100756,United States,51.0,female,student,32.0,21.0,1.0,7.22,True
100757,Malaysia,31.0,nonbinary,family,18.0,17.0,1.0,20.9,False
100758,United States,36.0,female,family,7.0,14.0,1.0,20.04,False
100759,Singapore,37.0,male,premium,16.0,19.0,1.0,15.48,True
100760,United Kingdom,55.0,male,family,31.0,25.0,1.0,20.31,False
100761,United States,43.0,male,student,27.0,18.0,1.0,6.71,True
100762,United States,30.0,male,basic,3.0,18.0,2.0,8.94,False
100763,United States,37.0,male,basic,4.0,18.0,4.0,9.18,True
100764,Malaysia,44.0,female,basic,4.0,17.0,0.0,8.58,False
100765,United States,37.0,female,student,23.0,15.0,2.0,6.73,True
100766,United States,32.0,male,premium,4.0,27.0,0.0,16.23,True
100767,United States,30.0,male,family,7.0,17.0,0.0,19.72,True
100768,United States,42.0,female,family,14.0,18.0,0.0,20.48,True
100769,United Kingdom,34.0,male,student,34.0,18.0,1.0,6.5,True
100770,United States,33.0,male,basic,23.0,13.0,2.0,8.5,False
100771,Singapore,22.0,female,family,13.0,21.0,1.0,20.94,True
100772,Singapore,39.0,female,student,28.0,17.0,1.0,6.22,True
100773,Australia,36.0,female,basic,59.0,20.0,0.0,8.98,True
100774,United States,34.0,female,family,17.0,21.0,2.0,20.92,True
100775,Australia,40.0,female,premium,5.0,18.0,1.0,15.98,False
100776,United Kingdom,47.0,female,premium,7.0,17.0,0.0,16.66,False
100777,United States,37.0,female,premium,7.0,15.0,0.0,16.32,False
100778,Canada,45.0,female,basic,8.0,17.0,3.0,8.99,False
100779,Australia,35.0,male,basic,12.0,18.0,3.0,8.92,False
100780,United States,31.0,female,basic,20.0,16.0,2.0,7.93,True
100781,Malaysia,25.0,nonbinary,basic,4.0,18.0,1.0,8.83,True
100782,Singapore,31.0,male,premium,5.0,18.0,2.0,16.11,True
100783,United Kingdom,38.0,male,premium,24.0,18.0,1.0,16.11,False
100784,Malaysia,29.0,nonbinary,basic,10.0,26.0,2.0,10.22,True
100785,United States,39.0,male,family,8.0,22.0,0.0,20.13,False
100786,Canada,26.0,female,family,13.0,26.0,3.0,20.31,False
100787,United States,18.0,male,premium,39.0,11.0,1.0,16.57,False
100788,Canada,48.0,female,student,27.0,18.0,2.0,7.26,True
100789,United Kingdom,32.0,male,premium,26.0,22.0,0.0,15.95,True
100790,United States,28.0,male,family,48.0,16.0,1.0,19.95,False
100791,Singapore,25.0,female,basic,20.0,18.0,0.0,8.81,False
100792,United States,43.0,female,family,51.0,18.0,0.0,20.21,True
100793,United States,54.0,male,student,53.0,17.0,1.0,6.9,False
100794,United States,33.0,female,family,4.0,23.0,3.0,20.3,True
100795,United States,35.0,female,premium,3.0,20.0,1.0,15.49,True
100796,United States,51.0,female,premium,7.0,18.0,1.0,16.06,True
100797,United States,18.0,female,premium,36.0,17.0,0.0,16.77,True
100798,Canada,62.0,male,family,13.0,16.0,0.0,19.88,False
100799,United Kingdom,67.0,male,family,12.0,25.0,1.0,20.91,True
100800,Canada,18.0,female,student,29.0,23.0,0.0,7.07,True
100801,United States,37.0,female,premium,10.0,21.0,1.0,15.96,False
100802,Australia,29.0,female,basic,18.0,15.0,1.0,9.05,True
100803,Singapore,35.0,female,premium,24.0,18.0,1.0,15.83,False
100804,United States,33.0,male,basic,7.0,20.0,0.0,8.0,True
100805,United States,48.0,male,basic,6.0,19.0,2.0,9.43,True
100806,United Kingdom,37.0,female,basic,16.0,16.0,1.0,10.09,True
100807,United States,27.0,male,family,18.0,20.0,0.0,20.23,True
100808,Singapore,36.0,female,basic,27.0,15.0,1.0,8.98,True
100809,Malaysia,44.0,male,basic,6.0,18.0,2.0,8.9,False
100810,United States,24.0,male,basic,9.0,17.0,2.0,9.57,True
100811,United States,18.0,female,student,53.0,18.0,1.0,6.97,True
100812,Malaysia,62.0,male,family,32.0,23.0,1.0,20.12,True
100813,Singapore,37.0,male,basic,14.0,11.0,3.0,8.21,True
100814,United States,36.0,female,basic,35.0,19.0,1.0,8.73,False
